product_name,topic_id,doc_count,label,top_keywords
Microsoft Dynamics 365,23,37,learning | curve | learning curve,"learning, curve, learning curve, learn, steep, steep learning, complex, takes, took, understand"
Microsoft Dynamics 365,11,34,cost | high | expensive,"cost, high, expensive, price, small, pricing, costs, higher, businesses, cost high"
Microsoft Dynamics 365,16,32,dashboard | dashboards | interface,"dashboard, dashboards, interface, user interface, data, reports, intuitive, feel, tools, charts"
Microsoft Dynamics 365,2,30,reports | reporting | report,"reports, reporting, report, custom, excel, custom reports, building, data, export, create"
Microsoft Dynamics 365,42,29,integration | programming interface | programming,"integration, programming interface, programming, interface, integrations, party, integrate, code, lack, poor"
Microsoft Dynamics 365,20,26,navigate | hard | confusing,"navigate, hard, confusing, times, intuitive, information, certain, difficult navigate, finding, hard navigate"
Microsoft Dynamics 365,6,24,support | customer | service,"support, customer, service, pay, price, customer service, years, payroll, year, hours"
Microsoft Dynamics 365,9,24,systems | complex | implementation,"systems, complex, implementation, integration, learning, learning curve, curve, complexity, compared, customization"
Microsoft Dynamics 365,3,21,accounting | financial | reporting,"accounting, financial, reporting, accounts, reports, accountant, cash, finance, payable, balance"
Microsoft Dynamics 365,41,21,interface | user interface | outdated,"interface, user interface, outdated, user experience, user friendly, interface user, improved, friendly, design, old"
Microsoft Dynamics 365,17,19,easy use | say | encountered,"easy use, say, encountered, major, problems, friendly, real, user friendly, happy, did"
Microsoft Dynamics 365,32,19,based | data | internet,"based, data, internet, version, storage, connection, file, backup, premise, backups"
Microsoft Dynamics 365,40,16,training | learn | videos,"training, learn, videos, training videos, learning, proper training, tutorials, learn use, train, trainings"
Microsoft Dynamics 365,36,15,financial | services | meets,"financial, services, meets, customer support, reliable, business, best, say, support, customer"
Microsoft Dynamics 365,4,14,support | customer | customer service,"support, customer, customer service, help, service, customer support, phone, questions, helpful, issue"
Microsoft Dynamics 365,13,13,inventory | warehouse | management,"inventory, warehouse, management, warehouse management, planning, inventory management, material, stock, manufacturing, material requirements"
Microsoft Dynamics 365,21,11,say | comments | till,"say, comments, till, don like, dont, currently, say don, don really, like really, isn really"
Microsoft Dynamics 365,37,11,journal | entries | journal entries,"journal, entries, journal entries, entry, page, journal entry, save, button, click, posting"
Microsoft Dynamics 365,27,10,updates | update | upgrade,"updates, update, upgrade, upgrades, version, bugs, changes, updated, year, constant"
Microsoft Dynamics 365,12,9,order far | far | far don,"order far, far, far don, like sales, happy, order sales, early, just sales, using sales, encountered"
Microsoft Dynamics 365,28,9,version | mobile | app,"version, mobile, app, mobile app, web, available, functionality, friendly, mac, computer"
Microsoft Dynamics 365,29,9,ledger | general ledger | general,"ledger, general ledger, general, transactions, transaction, account, accounts, ledger account, report, entries"
Microsoft Dynamics 365,34,9,search | searches | saved,"search, searches, saved, searching, saved searches, word, looking, search feature, saved search, search bar"
Microsoft Dynamics 365,44,9,fields | field | data,"fields, field, data, custom, reports, report, names, search, custom fields, example"
Microsoft Dynamics 365,19,8,love | using years | till,"love, using years, till, actually, perfect, enjoy, market, meets, soon, specific"
Microsoft Dynamics 365,38,7,permission | permissions | access,"permission, permissions, access, security, roles, sets, control, internal control, user permissions, passwords"
Microsoft Dynamics 365,46,7,relationship management | customer relationship | relationship,"relationship management, customer relationship, relationship, management, customer, marketing, management module, integration, like customer"
Microsoft Dynamics 365,47,7,invoice | edit | invoices,"invoice, edit, invoices, credit, payment, transactions, date, payable, check, paid"
Microsoft Dynamics 365,45,6,ai features | automation | automate,"ai features, automation, automate, advanced, features don, adoption, reconciling, tasks, improve"
Microsoft Dynamics 365,31,5,log | login | user mode,"log, login, user mode, mode, logs, single user, logged, single, password, multi user"
Microsoft Dynamics 365,39,4,fixed | asset | fixed asset,"fixed, asset, fixed asset, asset module, module, fixed assets, assets, assets module, modules, rest"
Microsoft Dynamics 365,43,4,payroll | payroll module | taxes,"payroll, payroll module, taxes, states, employees, pay, tax, feature, module"
Microsoft Dynamics 365,24,3,bank | feeds | bank feeds,"bank, feeds, bank feeds, reconciliation, bank reconciliation, transactions, accounts, account, bank account, reconcile"
Microsoft Dynamics 365,33,3,companies | multiple | company,"companies, multiple, company, consolidation, entity, entities, multiple companies, multiple entities, consolidate, accounts"
Microsoft Dynamics 365,48,3,windows | open | window,"windows, open, window, screen, tab, new tab, tabs, multiple, screens, different"
Microsoft Dynamics 365,54,3,really don | site | best,"really don, site, best, like work, don just, pleased, like like, time using, using time, just don"
Microsoft Dynamics 365,51,2,internet | connection | internet connection,"internet, connection, internet connection, offline, connectivity, network, internet connectivity, access, strong, required"
Microsoft Dynamics 365,1,1,version | accounting | enterprise,"version, accounting, enterprise, access, inventory, quick, data, invoices, limited, multiple"
Microsoft Dynamics 365,26,1,currency | multi currency | currencies,"currency, multi currency, currencies, multi, foreign, usd, tax, countries, multicurrency, vendor"
Microsoft Dynamics 365,55,1,delete | deleted | undo,"delete, deleted, undo, logs, file, files, entries, button, easy delete, memorized"
Microsoft Dynamics 365,56,1,implementation | implementation process | implement,"implementation, implementation process, implement, long, complexity, development, initial implementation, complex, initial, roadmap"
Oracle NetSuite,14,442,support | implementation | team,"support, implementation, team, searches, challenging, setup, interface, training, feel, data"
Oracle NetSuite,2,117,reports | reporting | report,"reports, reporting, report, custom, excel, custom reports, building, data, export, create"
Oracle NetSuite,0,93,invoice | invoices | purchase order,"invoice, invoices, purchase order, purchase, vendor, payment, customer, orders, payments, paid"
Oracle NetSuite,7,89,customization | customizations | customize,"customization, customizations, customize, party, require, customisation, customizable, business, options, limited"
Oracle NetSuite,5,80,slow | times | load,"slow, times, load, performance, takes, data, bit slow, error, loading, lag"
Oracle NetSuite,6,79,support | customer | service,"support, customer, service, pay, price, customer service, years, payroll, year, hours"
Oracle NetSuite,4,62,support | customer | customer service,"support, customer, customer service, help, service, customer support, phone, questions, helpful, issue"
Oracle NetSuite,23,54,learning | curve | learning curve,"learning, curve, learning curve, learn, steep, steep learning, complex, takes, took, understand"
Oracle NetSuite,16,53,dashboard | dashboards | interface,"dashboard, dashboards, interface, user interface, data, reports, intuitive, feel, tools, charts"
Oracle NetSuite,34,53,search | searches | saved,"search, searches, saved, searching, saved searches, word, looking, search feature, saved search, search bar"
Oracle NetSuite,11,50,cost | high | expensive,"cost, high, expensive, price, small, pricing, costs, higher, businesses, cost high"
Oracle NetSuite,44,50,fields | field | data,"fields, field, data, custom, reports, report, names, search, custom fields, example"
Oracle NetSuite,3,46,accounting | financial | reporting,"accounting, financial, reporting, accounts, reports, accountant, cash, finance, payable, balance"
Oracle NetSuite,20,46,navigate | hard | confusing,"navigate, hard, confusing, times, intuitive, information, certain, difficult navigate, finding, hard navigate"
Oracle NetSuite,40,42,training | learn | videos,"training, learn, videos, training videos, learning, proper training, tutorials, learn use, train, trainings"
Oracle NetSuite,13,41,inventory | warehouse | management,"inventory, warehouse, management, warehouse management, planning, inventory management, material, stock, manufacturing, material requirements"
Oracle NetSuite,41,40,interface | user interface | outdated,"interface, user interface, outdated, user experience, user friendly, interface user, improved, friendly, design, old"
Oracle NetSuite,9,34,systems | complex | implementation,"systems, complex, implementation, integration, learning, learning curve, curve, complexity, compared, customization"
Oracle NetSuite,50,31,far | new sales | order far,"far, new sales, order far, offers, purpose, say, genuinely, time fully, set ups, favorable"
Oracle NetSuite,29,24,ledger | general ledger | general,"ledger, general ledger, general, transactions, transaction, account, accounts, ledger account, report, entries"
Oracle NetSuite,26,23,currency | multi currency | currencies,"currency, multi currency, currencies, multi, foreign, usd, tax, countries, multicurrency, vendor"
Oracle NetSuite,42,21,integration | programming interface | programming,"integration, programming interface, programming, interface, integrations, party, integrate, code, lack, poor"
Oracle NetSuite,56,19,implementation | implementation process | implement,"implementation, implementation process, implement, long, complexity, development, initial implementation, complex, initial, roadmap"
Oracle NetSuite,24,15,bank | feeds | bank feeds,"bank, feeds, bank feeds, reconciliation, bank reconciliation, transactions, accounts, account, bank account, reconcile"
Oracle NetSuite,21,12,say | comments | till,"say, comments, till, don like, dont, currently, say don, don really, like really, isn really"
Oracle NetSuite,37,12,journal | entries | journal entries,"journal, entries, journal entries, entry, page, journal entry, save, button, click, posting"
Oracle NetSuite,12,11,order far | far | far don,"order far, far, far don, like sales, happy, order sales, early, just sales, using sales, encountered"
Oracle NetSuite,27,11,updates | update | upgrade,"updates, update, upgrade, upgrades, version, bugs, changes, updated, year, constant"
Oracle NetSuite,32,11,based | data | internet,"based, data, internet, version, storage, connection, file, backup, premise, backups"
Oracle NetSuite,45,11,ai features | automation | automate,"ai features, automation, automate, advanced, features don, adoption, reconciling, tasks, improve"
Oracle NetSuite,47,11,invoice | edit | invoices,"invoice, edit, invoices, credit, payment, transactions, date, payable, check, paid"
Oracle NetSuite,17,10,easy use | say | encountered,"easy use, say, encountered, major, problems, friendly, real, user friendly, happy, did"
Oracle NetSuite,33,10,companies | multiple | company,"companies, multiple, company, consolidation, entity, entities, multiple companies, multiple entities, consolidate, accounts"
Oracle NetSuite,57,10,modules | module | different modules,"modules, module, different modules, different, modules need, incomplete, field service, bugs, separately, missing"
Oracle NetSuite,28,8,version | mobile | app,"version, mobile, app, mobile app, web, available, functionality, friendly, mac, computer"
Oracle NetSuite,31,8,log | login | user mode,"log, login, user mode, mode, logs, single user, logged, single, password, multi user"
Oracle NetSuite,43,8,payroll | payroll module | taxes,"payroll, payroll module, taxes, states, employees, pay, tax, feature, module"
Oracle NetSuite,38,7,permission | permissions | access,"permission, permissions, access, security, roles, sets, control, internal control, user permissions, passwords"
Oracle NetSuite,46,7,relationship management | customer relationship | relationship,"relationship management, customer relationship, relationship, management, customer, marketing, management module, integration, like customer"
Oracle NetSuite,39,6,fixed | asset | fixed asset,"fixed, asset, fixed asset, asset module, module, fixed assets, assets, assets module, modules, rest"
Oracle NetSuite,19,5,love | using years | till,"love, using years, till, actually, perfect, enjoy, market, meets, soon, specific"
Oracle NetSuite,55,5,delete | deleted | undo,"delete, deleted, undo, logs, file, files, entries, button, easy delete, memorized"
Oracle NetSuite,1,4,version | accounting | enterprise,"version, accounting, enterprise, access, inventory, quick, data, invoices, limited, multiple"
Oracle NetSuite,36,4,financial | services | meets,"financial, services, meets, customer support, reliable, business, best, say, support, customer"
Oracle NetSuite,48,4,windows | open | window,"windows, open, window, screen, tab, new tab, tabs, multiple, screens, different"
Oracle NetSuite,53,3,expenses | categories | expense,"expenses, categories, expense, category, bills, charges, budget, paying, auto, section"
Oracle NetSuite,15,2,bank | businesses | accounting,"bank, businesses, accounting, advanced, support, small, reporting, clients, accounts, integrations"
Oracle NetSuite,18,2,learning | learning curve | curve,"learning, learning curve, curve, feel, accounts, reports, new users, set, support, customer"
Oracle NetSuite,49,2,tax | tax form | 1099 tax,"tax, tax form, 1099 tax, form, filing, year, report, taxes, forms"
Oracle NetSuite,51,2,internet | connection | internet connection,"internet, connection, internet connection, offline, connectivity, network, internet connectivity, access, strong, required"
Oracle NetSuite,54,2,really don | site | best,"really don, site, best, like work, don just, pleased, like like, time using, using time, just don"
Oracle NetSuite,25,1,far | accounting | intact,"far, accounting, intact, order far, far don, financial management, accounting financial, financial, dont, say"
Oracle NetSuite,58,1,accessed | access | remote,"accessed, access, remote, based, order access, based sales, windows, available, able access, style"
QuickBooks Desktop Pro,1,253,version | accounting | enterprise,"version, accounting, enterprise, access, inventory, quick, data, invoices, limited, multiple"
QuickBooks Desktop Pro,0,118,invoice | invoices | purchase order,"invoice, invoices, purchase order, purchase, vendor, payment, customer, orders, payments, paid"
QuickBooks Desktop Pro,6,91,support | customer | service,"support, customer, service, pay, price, customer service, years, payroll, year, hours"
QuickBooks Desktop Pro,3,88,accounting | financial | reporting,"accounting, financial, reporting, accounts, reports, accountant, cash, finance, payable, balance"
QuickBooks Desktop Pro,5,84,slow | times | load,"slow, times, load, performance, takes, data, bit slow, error, loading, lag"
QuickBooks Desktop Pro,10,67,order far | far | enterprise,"order far, far, enterprise, did, say, quick, easy use, accounting, really don, bookkeeping"
QuickBooks Desktop Pro,2,62,reports | reporting | report,"reports, reporting, report, custom, excel, custom reports, building, data, export, create"
QuickBooks Desktop Pro,27,58,updates | update | upgrade,"updates, update, upgrade, upgrades, version, bugs, changes, updated, year, constant"
QuickBooks Desktop Pro,4,48,support | customer | customer service,"support, customer, customer service, help, service, customer support, phone, questions, helpful, issue"
QuickBooks Desktop Pro,17,44,easy use | say | encountered,"easy use, say, encountered, major, problems, friendly, real, user friendly, happy, did"
QuickBooks Desktop Pro,32,43,based | data | internet,"based, data, internet, version, storage, connection, file, backup, premise, backups"
QuickBooks Desktop Pro,28,40,version | mobile | app,"version, mobile, app, mobile app, web, available, functionality, friendly, mac, computer"
QuickBooks Desktop Pro,23,37,learning | curve | learning curve,"learning, curve, learning curve, learn, steep, steep learning, complex, takes, took, understand"
QuickBooks Desktop Pro,24,35,bank | feeds | bank feeds,"bank, feeds, bank feeds, reconciliation, bank reconciliation, transactions, accounts, account, bank account, reconcile"
QuickBooks Desktop Pro,20,32,navigate | hard | confusing,"navigate, hard, confusing, times, intuitive, information, certain, difficult navigate, finding, hard navigate"
QuickBooks Desktop Pro,31,32,log | login | user mode,"log, login, user mode, mode, logs, single user, logged, single, password, multi user"
QuickBooks Desktop Pro,47,30,invoice | edit | invoices,"invoice, edit, invoices, credit, payment, transactions, date, payable, check, paid"
QuickBooks Desktop Pro,43,28,payroll | payroll module | taxes,"payroll, payroll module, taxes, states, employees, pay, tax, feature, module"
QuickBooks Desktop Pro,11,27,cost | high | expensive,"cost, high, expensive, price, small, pricing, costs, higher, businesses, cost high"
QuickBooks Desktop Pro,42,24,integration | programming interface | programming,"integration, programming interface, programming, interface, integrations, party, integrate, code, lack, poor"
QuickBooks Desktop Pro,37,23,journal | entries | journal entries,"journal, entries, journal entries, entry, page, journal entry, save, button, click, posting"
QuickBooks Desktop Pro,33,22,companies | multiple | company,"companies, multiple, company, consolidation, entity, entities, multiple companies, multiple entities, consolidate, accounts"
QuickBooks Desktop Pro,40,22,training | learn | videos,"training, learn, videos, training videos, learning, proper training, tutorials, learn use, train, trainings"
QuickBooks Desktop Pro,34,21,search | searches | saved,"search, searches, saved, searching, saved searches, word, looking, search feature, saved search, search bar"
QuickBooks Desktop Pro,21,20,say | comments | till,"say, comments, till, don like, dont, currently, say don, don really, like really, isn really"
QuickBooks Desktop Pro,13,18,inventory | warehouse | management,"inventory, warehouse, management, warehouse management, planning, inventory management, material, stock, manufacturing, material requirements"
QuickBooks Desktop Pro,29,18,ledger | general ledger | general,"ledger, general ledger, general, transactions, transaction, account, accounts, ledger account, report, entries"
QuickBooks Desktop Pro,41,18,interface | user interface | outdated,"interface, user interface, outdated, user experience, user friendly, interface user, improved, friendly, design, old"
QuickBooks Desktop Pro,7,16,customization | customizations | customize,"customization, customizations, customize, party, require, customisation, customizable, business, options, limited"
QuickBooks Desktop Pro,16,16,dashboard | dashboards | interface,"dashboard, dashboards, interface, user interface, data, reports, intuitive, feel, tools, charts"
QuickBooks Desktop Pro,19,16,love | using years | till,"love, using years, till, actually, perfect, enjoy, market, meets, soon, specific"
QuickBooks Desktop Pro,48,15,windows | open | window,"windows, open, window, screen, tab, new tab, tabs, multiple, screens, different"
QuickBooks Desktop Pro,12,14,order far | far | far don,"order far, far, far don, like sales, happy, order sales, early, just sales, using sales, encountered"
QuickBooks Desktop Pro,53,12,expenses | categories | expense,"expenses, categories, expense, category, bills, charges, budget, paying, auto, section"
QuickBooks Desktop Pro,58,10,accessed | access | remote,"accessed, access, remote, based, order access, based sales, windows, available, able access, style"
