review_id,product_id,product_name,source_platform,source_actor,scraped_at,likes,dislikes,recommendations,use_case,overall_rating,ease_of_use,support_rating,value_rating,likely_to_recommend,reviewer_name,reviewer_title,reviewer_company_size,reviewer_industry,reviewer_location,time_using_product,review_date,is_verified,is_incentivized,product_overall_rating,product_review_count,extraction_confidence,bonus_data,bonus_data
11784589,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"Having all our business processes integrated in one place is a major advantage. We primarily use the financial modules, which only scratch the surface of what NetSuite offers. As a small organization, I sometimes find myself wishing we had more opportunities to make use of the other modules, even though many of them aren't directly relevant to our business.","The training is a disappointment—you buy what seems like an amazing software, only to find out that you have to pay extra for additional training just to be able to use it properly.",,reporting features,4.0,,,,,Cindy D.,User,small-business,Non-Profit Organization Management,United States,,2025-10-09T08:31:32.082-05:00,,,,,1.0,"{""submitted"": ""2025-10-08T15:59:00.160-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-08T15:59:00.169-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11784589"", ""title"": ""Amazing software for total integration"", ""primary"": ""Americas""}","{""submitted"": ""2025-10-08T15:59:00.160-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-08T15:59:00.169-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11784589"", ""title"": ""Amazing software for total integration"", ""primary"": ""Americas""}"
11469328,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,easy to use. Works well for what I need.,the reporting system is complicated to use. I usually have to pay someone to help me figure out how to get a report which is time consuming and costly.,,"I don't know that NetSuite is solving anything. I use it daily for entering vendor invoices, banking and paying the bills. We also use it to invoice our customers. Run reports as needed for balancing the monthly books. I wish the reporting system was easier to use, I find it very complicated",5.0,,,,,Randi S.,User,mid-market,,United States,,2025-08-01T15:05:01.078-05:00,,,,,1.0,"{""submitted"": ""2025-08-01T11:42:27.618-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-08-01T11:42:27.643-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11469328"", ""title"": ""easy to use - very user friendly"", ""primary"": ""Americas""}","{""submitted"": ""2025-08-01T11:42:27.618-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-08-01T11:42:27.643-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11469328"", ""title"": ""easy to use - very user friendly"", ""primary"": ""Americas""}"
12208237,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,multiple modules within the same umbrella,"Important and useful enhancements took so long to be in the production.
Page load times are super slow.",,Order to cash and warehouse management is the biggest solve we have and it is saving time and effort of the employees All-in-One Solution with Impressive Module,4.0,,,,,Verified User in Retail,Administrator,small-business,Retail,United States,,2026-01-13T14:05:01.102-06:00,,,,,1.0,"{""submitted"": ""2026-01-13T10:42:49.666-06:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2026-01-13T10:42:49.973-06:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/12208237"", ""title"": ""Integration"", ""primary"": ""Americas""}","{""submitted"": ""2026-01-13T10:42:49.666-06:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2026-01-13T10:42:49.973-06:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/12208237"", ""title"": ""Integration"", ""primary"": ""Americas""}"
10610058,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"What I like the most is how the financial reports are available for review in real time. The platform allows me to go through multiple sections, making it easy to find the information I need. Each section has very detailed information, which allows me to perform my job effectively.",Is not as user-friendly as other platforms.,,"It makes it easy to store all billing and financial data in one suite. When I need this information, I can quickly consult it to gather what I need to complete any billing-related tasks.",5.0,,,,,Sara M.,User,enterprise,Consumer Services,United States,,2025-08-01T07:38:06.206-05:00,,,,,1.0,"{""submitted"": ""2024-12-05T13:23:12.959-06:00"", ""type"": ""organic"", ""region"": ""North America"", ""updated"": ""2025-07-31T10:41:20.768-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/10610058"", ""title"": ""Netsuite is a very good tool to improve the operational efficiency of any company"", ""primary"": ""Americas""}","{""submitted"": ""2024-12-05T13:23:12.959-06:00"", ""type"": ""organic"", ""region"": ""North America"", ""updated"": ""2025-07-31T10:41:20.768-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/10610058"", ""title"": ""Netsuite is a very good tool to improve the operational efficiency of any company"", ""primary"": ""Americas""}"
11297053,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"We've been using NetSuite primarily for inventory management, and it's been a game changer for our operations. What stands out most is how seamlessly it tracks inventory across multiple locations, giving us real-time visibility into stock levels, reorder points across our omni-channel business.

NetSuite's centralized dashboard makes it easy to monitor KPIs and inventory performance, and the customizable reporting tools give us the insights we need to make smarter business decisions.

Another key benefit is the integration with other business processes like order management, RFID API, and accounting. Everything is streamlined, which saves time and improves accuracy.

While there’s a bit of a learning curve initially, the support and training resources are strong, and once set up, NetSuite is incredibly powerful and flexible.

Overall, NetSuite has significantly improved our inventory control, efficiency, and visibility. Highly recommend it for any business looking for a robust, cloud-based inventory management solution","While NetSuite is a powerful tool, one area that can be frustrating—especially early on—is the learning curve. The system is highly customizable, which is great in the long run, but setting it up the way you need can be time-consuming and often requires outside consultants or significant internal resources.

Also, some of the user interface elements can feel a bit dated or unintuitive, especially when compared to more modern, lightweight platforms. It takes time for new users to feel comfortable navigating the system efficiently.",,"Before implementing NetSuite, we struggled with fragmented systems—inventory data was siloed across spreadsheets and different platforms, which led to delays, errors, and poor decision-making. NetSuite brought everything into one unified system, giving us real-time visibility into inventory levels across all locations, which is crucial for planning and fulfillment.

Another major issue it solved is manual and error-prone processes. With automated workflows for reordering, fulfillment, and reporting, we’ve significantly reduced human error and saved countless hours of manual work. This allows our team to focus more on strategy rather than just keeping up with daily operations.

NetSuite has also helped us scale—as our business grows, we’re able to handle more SKUs, more transactions, and more complexity without needing to overhaul our systems.

Overall, it’s improved our accuracy, speed, and confidence in inventory-related decisions, which directly impacts customer satisfaction and our bottom line. NetSuite Review – Excellent Inventory",3.5,,,,,Monique A.,User,mid-market,Retail,United States,,2025-06-16T04:11:30.615-05:00,,,,,1.0,"{""submitted"": ""2025-06-15T13:49:55.356-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-06-15T13:49:55.807-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11297053"", ""title"": ""Management Solution"", ""primary"": ""Americas"", ""switched_from"": {""products"": [{""id"": ""8182"", ""name"": ""Retail Pro"", ""slug"": ""retail-pro""}], ""reason"": ""NetSuite is a comprehensive cloud-based ERP ideal for businesses that need advanced inventory management across multiple locations, along with integrated finance, CRM, and operations tools. Retail Pro is more focused on in-store POS and retail inventory, making it a better fit for brick-and-mortar retailers who don’t require enterprise-wide functionality.""}}","{""submitted"": ""2025-06-15T13:49:55.356-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-06-15T13:49:55.807-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11297053"", ""title"": ""Management Solution"", ""primary"": ""Americas"", ""switched_from"": {""products"": [{""id"": ""8182"", ""name"": ""Retail Pro"", ""slug"": ""retail-pro""}], ""reason"": ""NetSuite is a comprehensive cloud-based ERP ideal for businesses that need advanced inventory management across multiple locations, along with integrated finance, CRM, and operations tools. Retail Pro is more focused on in-store POS and retail inventory, making it a better fit for brick-and-mortar retailers who don’t require enterprise-wide functionality.""}}"
11726472,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"I appreciate the intuitiveness of NetSuite, which makes navigation straightforward. The ability to search and report on data is highly valuable, along with the capability to use formulas. These features make my work as a consultant more efficient and effective.","I dislike that when they add on products, there isn’t adequate support or continuous development for those products. They tend to sell them without ensuring there is proper support, allowing them to falter without any backing.",,"I use NetSuite to help other people solve their daily problems. I find its intuitive navigation and search capabilities useful for reporting on data. Efficient Tool with Intuitive Navigation, Needs Better",4.5,,,,,Joseph F.,,,,,,2025-10-03T00:50:49.210-05:00,,,,,0.8,"{""submitted"": ""2025-09-24T23:32:50.846-05:00"", ""type"": ""vendor"", ""updated"": ""2025-09-24T23:32:50.859-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11726472"", ""title"": ""Add-On Support""}","{""submitted"": ""2025-09-24T23:32:50.846-05:00"", ""type"": ""vendor"", ""updated"": ""2025-09-24T23:32:50.859-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11726472"", ""title"": ""Add-On Support""}"
11773252,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,The ability to customize and adapt to multiple business requirements,"Standard features seem lacking or very difficult to setup. Everything is behind a paywall and an army of account manager who don't know how to get you what you need.
For example many ERPs like Zoho, Quickbooks, Acumatica, etc come with CC processing, DocuSign, Subscription and billing management, shipping automation and many other basic business features out of the box, but with netsuite all these are additional modules that you need to purchase",,Netsuite provides the basic accounting for all our many sales channels,3.5,,,,,Alan I.,Administrator,mid-market,Medical Devices,United States,,2025-10-06T21:05:00.512-05:00,,,,,1.0,"{""submitted"": ""2025-10-06T19:45:45.639-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-06T19:45:45.647-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11773252"", ""title"": ""Very customizable but required lots of experience to use effectively"", ""primary"": ""Americas""}","{""submitted"": ""2025-10-06T19:45:45.639-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-06T19:45:45.647-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11773252"", ""title"": ""Very customizable but required lots of experience to use effectively"", ""primary"": ""Americas""}"
9647296,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,I appreciate the flexibility and the range of customization options that NetSuite offers.,"At times, the pricing can feel quite steep, and O2C tends to be somewhat rigid.",,NetSuite acts as our system of record,5.0,,,,,Ryan L.,Administrator,mid-market,Construction,United States,,2025-10-07T21:52:41.311-05:00,,,,,1.0,"{""submitted"": ""2024-09-12T15:41:18.711-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-06T19:01:00.462-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/9647296"", ""title"": ""NetSuite Review"", ""primary"": ""Americas""}","{""submitted"": ""2024-09-12T15:41:18.711-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-06T19:01:00.462-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/9647296"", ""title"": ""NetSuite Review"", ""primary"": ""Americas""}"
11788766,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"The learning lab and the first keynote speaker were both highlights for me. The learning lab allowed my team to sit through demonstrations and try out the features hands-on. Even though they were already familiar with about half of the material, they still picked up new things. The first keynote speaker's session was quite long, but it was very exciting. The presentation was engaging, especially with the lighting effects and subtle enhancements.","Some of the breakout sessions did not meet my expectations in terms of usefulness. A few speakers struggled to communicate effectively, which made them difficult to follow, and there were also some technology issues. Overall, I did not find much value in these sessions, and I did not specifically reference any particular breakout sessions.",,"Consolidation
Intercompany transaction
FX",3.5,,,,,Verified User in Retail,Administrator,small-business,Retail,United States,,2025-10-09T15:03:33.186-05:00,,,,,1.0,"{""submitted"": ""2025-10-09T11:59:35.677-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-09T11:59:35.692-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11788766"", ""title"": ""Suiteworld - Amazing!"", ""primary"": ""Americas""}","{""submitted"": ""2025-10-09T11:59:35.677-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-09T11:59:35.692-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11788766"", ""title"": ""Suiteworld - Amazing!"", ""primary"": ""Americas""}"
12344465,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"I find NetSuite easy to learn and highly customizable, which is really beneficial. The ability to customize it is especially useful for building external integrations.",I dislike the random system quirks in NetSuite. There are issues like API limitations and process limitations that can be frustrating.,,"I use NetSuite to manage large transaction volumes easily. It's customizable, allowing us to build external integrations, and it's easy to learn. Highly Customizable ERP with Some",3.0,,,,,Verified User in Financial Services,Administrator,small-business,Financial Services,United States,,2026-02-12T19:09:13.096-06:00,,,,,1.0,"{""submitted"": ""2026-02-11T10:07:06.307-06:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2026-02-11T12:45:22.339-06:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/12344465"", ""title"": ""System Quirks"", ""primary"": ""Americas""}","{""submitted"": ""2026-02-11T10:07:06.307-06:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2026-02-11T12:45:22.339-06:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/12344465"", ""title"": ""System Quirks"", ""primary"": ""Americas""}"
11776257,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"I feel the UI is very intuitive, I really appreciate all the training resources that exist. The customization options are great with partner resources and generally Netsuite is my preferred ERP",Single layer join problem in standard reports and searches,,"Netsuite gives us the opportunity to have a one stop shop for our data, we sync in CRM data from Salesforce/ Expense data from Concur/ and people data from paylocity - it is great that Netsuite has so many partners and integration options available so we can manage the business with one view Sr Netsuite",5.0,,,,,Ryan P.,Administrator,small-business,Information Technology and Services,United States,,2025-10-07T15:57:22.941-05:00,,,,,1.0,"{""submitted"": ""2025-10-07T10:04:58.071-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-07T10:04:58.079-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11776257"", ""title"": ""Admin, I love it"", ""primary"": ""Americas""}","{""submitted"": ""2025-10-07T10:04:58.071-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-07T10:04:58.079-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11776257"", ""title"": ""Admin, I love it"", ""primary"": ""Americas""}"
12345896,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"Extremely customizable, capable of providing comprehensive solutions",Steep learning curve especially if a user is new to ERPs,,"The opportunity to have bookkeeping and a CRM in the same place. Extremely Customizable, Comprehensive",4.5,,,,,Laura S.,Administrator,small-business,Non-Profit Organization Management,United States,,2026-02-11T16:05:01.841-06:00,,,,,1.0,"{""submitted"": ""2026-02-11T14:04:10.353-06:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2026-02-11T14:04:10.860-06:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/12345896"", ""title"": ""Solutions in One Tool"", ""primary"": ""Americas"", ""switched_from"": {""products"": [{""id"": ""148997"", ""name"": ""Intuit QuickBooks"", ""slug"": ""intuit-quickbooks""}], ""reason"": ""NS it’s substantially more comprehensive""}}","{""submitted"": ""2026-02-11T14:04:10.353-06:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2026-02-11T14:04:10.860-06:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/12345896"", ""title"": ""Solutions in One Tool"", ""primary"": ""Americas"", ""switched_from"": {""products"": [{""id"": ""148997"", ""name"": ""Intuit QuickBooks"", ""slug"": ""intuit-quickbooks""}], ""reason"": ""NS it’s substantially more comprehensive""}}"
11288425,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"NetSuite’s CRM is tailor-made for the complexities of E-commerce. From the moment a customer lands on our site to post-purchase follow-up, NetSuite provides a 360-degree view of the customer journey. This has allowed us to personalize experiences, improve retention, and drive repeat purchases like never before. One of the biggest game-changers has been how well NetSuite integrates with our inventory management, order processing, and fulfillment systems. We no longer have to juggle multiple platforms or worry about data syncing issues. Everything is connected, accurate, and updated in real time.","NetSuite is a premium solution, and its pricing can be hard to manage for small businesses. Costs can escalate quickly with add-ons, customizations, and user licenses. While NetSuite is highly customizable, making those customizations often requires technical expertise or third-party consultants. Simple changes can sometimes feel unnecessarily complex. The reporting tools can be difficult to master. Creating custom reports often requires a deep understanding of NetSuite and in person learning labs aren't offered very often.",,"NetSuite integrates directly with our EDI provider, allowing us to automatically exchange documents like purchase orders, invoices, shipping notices, and inventory updates with our customers and suppliers. This means no more manual data entry or switching between systems—everything flows through one unified platform. With NetSuite, EDI transactions are fully automated. Orders come in, inventory is updated, and shipping details are sent out—all without human intervention. This has drastically reduced errors and freed up our team to focus on higher-value tasks. We’ve set up custom workflows and alerts in NetSuite to notify us of any EDI issues—like failed transmissions or missing data—so we can resolve them quickly. This proactive approach has improved our reliability and strengthened our partner relationships. As we’ve added more trading partners and increased our transaction volume, NetSuite has scaled with us effortlessly. Whether we’re processing dozens or thousands of EDI documents a day, the system remains fast, stable, and easy to manage. NetSuite has made our EDI operations faster, more accurate, and far more efficient. It’s helped us meet partner requirements, reduce costs, and deliver a better experience to our customers—all while giving us the tools to grow confidently. Built for",5.0,,,,,Verified User in Retail,Administrator,small-business,Retail,United States,,2025-06-13T02:04:39.477-05:00,,,,,1.0,"{""submitted"": ""2025-06-12T10:30:22.301-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-06-12T10:30:22.546-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11288425"", ""title"": ""E-commerce Excellence"", ""primary"": ""Americas""}","{""submitted"": ""2025-06-12T10:30:22.301-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-06-12T10:30:22.546-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11288425"", ""title"": ""E-commerce Excellence"", ""primary"": ""Americas""}"
11288634,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"Implementation was a really long and lengthy process. The system is really robust, in order to get something done, you will need help from a NetSuite team member. There are a ton of integration that is available for different industries.","Because the system is so robust, if you're a smaller company and do not have a NetSuite admin, you'll likely need the help of their support which can be a bit pricey. Towards the end of implementation, we did felt like we were being pushed out and want us to buy the services that was available post implementation. 6 months later and we're still trying to get the approval workflow correct. The data is there and reporting is feasible, but it's definitely takes some effort to get the correct report.",,"We have multiple subsidiary and it has helped us tremendously with consolidation. As the company grow and more subsidiary are being added, we'll be ready!",3.5,,,,,"Verified User in Health, Wellness and Fitness",Administrator,mid-market,"Health, Wellness and Fitness",United States,,2025-06-12T21:05:14.851-05:00,,,,,1.0,"{""submitted"": ""2025-06-12T09:41:52.214-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-06-12T09:41:52.246-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11288634"", ""title"": ""Implementation and Usage"", ""primary"": ""Americas"", ""switched_from"": {""products"": [{""id"": ""4111"", ""name"": ""QuickBooks Desktop Enterprise"", ""slug"": ""quickbooks-desktop-enterprise""}], ""reason"": ""for consolidation efforts. I do want to note that I don't believe we were making the most of our old system.""}}","{""submitted"": ""2025-06-12T09:41:52.214-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-06-12T09:41:52.246-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11288634"", ""title"": ""Implementation and Usage"", ""primary"": ""Americas"", ""switched_from"": {""products"": [{""id"": ""4111"", ""name"": ""QuickBooks Desktop Enterprise"", ""slug"": ""quickbooks-desktop-enterprise""}], ""reason"": ""for consolidation efforts. I do want to note that I don't believe we were making the most of our old system.""}}"
11789019,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,I like the ability to customize NS. I apprecate the way netsuite is designed to reflect the reality of business transactions.,"My stongest dislike is how NetSuite is sold, distributed and supported. I have to rely on 3rd party consultants to make advanced changes to my netSUite invironment. Why doesn't netSuite have real support for its product? I mean we have all put tickets in... Are you ever satified by the expierence?",,It is our core ERP system. Dispite a failed implementation it is still the core of our financial reporting.,4.0,,,,,Jim K.,Administrator,mid-market,Law Enforcement,United States,,2025-10-09T15:03:33.112-05:00,,,,,1.0,"{""submitted"": ""2025-10-09T12:32:42.273-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-09T12:32:42.286-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11789019"", ""title"": ""NetSuite an odyssey of Discovery"", ""primary"": ""Americas""}","{""submitted"": ""2025-10-09T12:32:42.273-05:00"", ""type"": ""g2gives"", ""region"": ""North America"", ""updated"": ""2025-10-09T12:32:42.286-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11789019"", ""title"": ""NetSuite an odyssey of Discovery"", ""primary"": ""Americas""}"
11280852,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"What I appreciate most about NetSuite as an inventory manager is its comprehensive inventory tracking, which helps me stay on top of stock levels and order accuracy. The most helpful feature is its integrated dashboard, making it easier to monitor data at a glance. Overall, NetSuite offers solid functionality that streamlines inventory management, though there’s room for improvement. It’s a decent tool that supports my daily tasks effectively.","My experience with NetSuite has been okay overall, rating around a 6 out of 10. I appreciate the integrated dashboard for quick data monitoring, but I find the multi-step confirmation process for data entry to be a bit cumbersome. Additionally, for new users or those without the dashboard initially set up, locating certain pages or tabs can be challenging. It might be a matter of user experience or access levels, but I feel NetSuite isn't the most intuitive platform, especially for day-to-day inventory tasks.",,"NetSuite has streamlined our operations by providing inventory insights, automating order processes, and somewhat improving accuracy. This reduces stock discrepancies and enhances efficiency, allowing me to make informed decisions quickly. Overall, it helps me ensure inventory accuracy, cut down manual tasks, and support smoother supply chain management. Inventory Manager Review –",2.5,,,,,Verified User in Electrical/Electronic Manufacturing,User,small-business,Electrical/Electronic Manufacturing,United States,,2025-06-12T03:59:57.064-05:00,,,,,1.0,"{""submitted"": ""2025-06-10T15:02:14.933-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-06-11T07:46:44.191-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11280852"", ""title"": ""NetSuite Expertise"", ""primary"": ""Americas"", ""switched_from"": {""products"": [{""id"": ""19076"", ""name"": ""Microsoft Excel"", ""slug"": ""microsoft-excel""}, {""id"": ""662"", ""name"": ""Microsoft Outlook"", ""slug"": ""microsoft-outlook""}], ""reason"": ""While I wasn't involved in the decision to switch, I find that NetSuite helps streamline processes and enhances collaboration compared to our previous system.""}}","{""submitted"": ""2025-06-10T15:02:14.933-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-06-11T07:46:44.191-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11280852"", ""title"": ""NetSuite Expertise"", ""primary"": ""Americas"", ""switched_from"": {""products"": [{""id"": ""19076"", ""name"": ""Microsoft Excel"", ""slug"": ""microsoft-excel""}, {""id"": ""662"", ""name"": ""Microsoft Outlook"", ""slug"": ""microsoft-outlook""}], ""reason"": ""While I wasn't involved in the decision to switch, I find that NetSuite helps streamline processes and enhances collaboration compared to our previous system.""}}"
10363443,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,I like that Netsuite will help you see what needs to be ordered without having to manually track everything.,"Overall, NetSuite is a good system my biggest issue is the way fields will sometimes be overwritten with saved data without notification.",,Netsuite has helped us to keep track of which compenents need to be ordered to complete a BOM. I can easily see what items are out off stock and what will soom be out of stock.,4.0,,,,,Renee S.,Administrator,small-business,Computer & Network Security,United States,,2025-08-21T15:05:01.242-05:00,,,,,1.0,"{""submitted"": ""2025-08-21T11:56:07.866-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-08-21T11:56:08.249-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/10363443"", ""title"": ""Great software with very few glitches"", ""primary"": ""Americas""}","{""submitted"": ""2025-08-21T11:56:07.866-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-08-21T11:56:08.249-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/10363443"", ""title"": ""Great software with very few glitches"", ""primary"": ""Americas""}"
11335612,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,Easy to use and awesome user interface with lot of accounting features that enables to generate quick reports for management decision and different stakeholders requirements. Further it allows us to capture different dimensions required for reporting purpose along with user friendly consolidation tool to makes it easier to use.,Doesn't allow to have multiple selection while deletion of data for recorded journals along with little difficult import process for journal entries.,,"It allow us to handle large amount of journals in more simplified manner and makes our business reporting more easier to management and helps us in evaluation different business reports to make correct decisions for long term growth of business. Further it also helps us in managing our client receivables via providing ageing analysis , revenue management for different segment of customers and revenue streams which enables revenue analysis re effectively. Solution to Business Needs - An user friendly",5.0,,,,,Aditi G.,User,small-business,Computer Software,India,,2025-06-26T22:32:37.573-05:00,,,,,1.0,"{""submitted"": ""2025-06-26T11:36:07.759-05:00"", ""type"": ""g2_incentivized"", ""region"": ""Asia"", ""updated"": ""2025-06-26T11:36:07.787-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11335612"", ""title"": ""Accounting software"", ""primary"": ""Asia Pacific""}","{""submitted"": ""2025-06-26T11:36:07.759-05:00"", ""type"": ""g2_incentivized"", ""region"": ""Asia"", ""updated"": ""2025-06-26T11:36:07.787-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/11335612"", ""title"": ""Accounting software"", ""primary"": ""Asia Pacific""}"
10976998,ORC-NS-001,Oracle NetSuite,g2,jupri,2026-05-10T09:52:48.997096+00:00,"We started using Net.Suite after outgrowing QuickBooks. I really enjoy that Net.Suite is web-based as I can access it from any computer with my log-in credentials. This is helpful when I do not have my desktop available. We had to change to Net.Suite in the middle of the school year, which was not ideal, but Net.Suite met our timeframe. The integration and implementation process was quick. We did not have to do much work as our representative handled most of that area. Once familiarized with Net.Suite's features, it became easier to use. We use Net.Suite on a daily basis as it is the main source of our work in the accounting department. When assistance is needed, the customer support team has been very helpful. They respond promptly - which in my opinion, is extremely important. Our questions have been answered thoroughly.","It would be great if the statements were customizable by date and more detailed for families who need them for tax purposes. Also when a primary email is changed, it would be nice if the email address automatically updated for memorized invoices. It would also be helpful if we could send invoices to more than one email address. I would like a better search functionality.",,"With our priro accounting system, we had to manually book payments toward an open invoice. With Net.Suite the payments are automatically link to the corresponding invoice which has been a huge time-saver. Saving time was one of our main goals when switching to Net.Suite. Net.Suite has made",4.5,,,,,Vanessa H.,Administrator,small-business,Accounting,United States,,2025-03-25T00:25:11.272-05:00,,,,,1.0,"{""submitted"": ""2025-03-24T17:57:09.185-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-03-24T17:57:09.595-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/10976998"", ""title"": ""AR tasks clean and easy!"", ""primary"": ""Americas""}","{""submitted"": ""2025-03-24T17:57:09.185-05:00"", ""type"": ""vendor"", ""region"": ""North America"", ""updated"": ""2025-03-24T17:57:09.595-05:00"", ""url"": ""https://www.g2.com/products/netsuite/reviews/10976998"", ""title"": ""AR tasks clean and easy!"", ""primary"": ""Americas""}"
