review_id,product_id,product_name,reviewer_company_size,source_platform,review_date,overall_rating,topic_id,probability,text_field,text
12266704,ACU-ERP-001,Acumatica,,g2,2026-01-27T20:05:00.550-06:00,5.0,18,0.0128,dislikes,"The CPQ functionality is limited. Although there are external systems that can be bolted on to handle this, it would be better if this was native functionality in the tool. There are two major things the current system doesn't handle well. The first is multi-level BOMs. Being able to create BOMs with configurations and stack them on top of each other to create a larger product, while maintaining the ability to configure each subassembly on a sales order or quote is key. The second is the ability to integrate with CAD systems like SolidWorks, where engineers build their models that house the rules for how to update the BOMs as configurations change. Also, much of the necessary data isn't available at initial setup, so we have to standardize and collect it, which makes the process long."
12266595,ACU-ERP-001,Acumatica,,g2,2026-01-27T20:05:01.448-06:00,3.5,8,0.3567,dislikes,"I believe the areas where Acumatica could be improved are the taxes and change order/change request processes. The change orders don't track estimated taxes, and in the revenue budget, items can either include tax or be non-taxable entirely, which complicates commission calculations. Also, I found the Microsoft Outlook and Teams plug-ins with Acumatica very difficult to execute thoroughly and successfully. I have not been able to get Outlook or Teams plug-ins to work at all. Additionally, the initial setup of Acumatica was very difficult."
12266585,ACU-ERP-001,Acumatica,,g2,2026-01-27T22:05:00.572-06:00,4.5,-1,0.0283,dislikes,"The Shopify connector I always have issues with. It is not very flexible and often causes extra work for different team members to monitor failed sync records. I think there needs to be more allowance to edit the work flow of each entity. Specifically on the items, in my business we take pre orders for items before we even know if we can secure the seed (due to crop failure). The item status is very strict and does not work the same for the Shopify display and the Acumatica display."
12266532,ACU-ERP-001,Acumatica,,g2,2026-01-27T20:05:00.596-06:00,4.0,8,0.3343,dislikes,"I feel like there is still so much for me to learn with Acumatica. Our biggest hardship in the warehouse is the time it takes to process materials (transactions). It takes several minutes to get items received and onto the production floor. I'm sure this can become more efficient when I learn more on automation. The implementation took a long time, about 1.5 years, and wasn't easy, as it took me away from many of my daily responsibilities as a Warehouse Manager. I think we still needed more time prior to implementation."
12266387,ACU-ERP-001,Acumatica,,g2,2026-01-27T22:18:14.445-06:00,5.0,70,1.0,dislikes,The WMS is very bare bones. It has some limitations like the fact you can't lookup an item's alternate locations during the middle of an order pick.
12266292,ACU-ERP-001,Acumatica,,g2,2026-01-27T18:05:00.628-06:00,4.5,71,1.0,dislikes,"The field services module is probably the weakest aspect that could use more work. There are improvements on the roadmap that definitely solve the issues that we are experiencing. The calendar board for dispatching, for example, has a lot of limitations on scheduling intuitively and lacks the ability to show it as a calendar for field technicians on their mobile phone. It does not sync with other apps like Microsoft Outlook."
7653084,ACU-ERP-001,Acumatica,mid-market,g2,2026-01-27T16:48:22.805-06:00,4.5,8,0.3212,dislikes,"One of my end users' biggest complaints is seeing inventory allocation inside the sales order line screen. They currently have to click into the line details screen to see this information. This is a long process if you have a lot of items on the order. It was a lot of work to convert the data from the old system to Acumatica. Also early on in the implementation process, we had to make decisions on things we did not fully understand, and we just didn't know enough about the full capability of Acumatica to make some of these decisions."
11508650,ACU-ERP-001,Acumatica,mid-market,g2,2026-01-28T07:41:01.996-06:00,5.0,18,0.6115,dislikes,"The only module I’ve found to be somewhat less intuitive is the Inventory module. While I don’t use it daily in my role, I’ve noticed it can be a bit tricky to navigate at times. That said, it still performs reliably and offers solid functionality. I’m confident that with a bit more hands-on experience, I’ll be able to master it fully."
12265314,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:05.468-06:00,5.0,-1,0.0316,dislikes,"Occasionally loading speeds on General Inquiries (GIs) and dashboards have slowed down processes for us. Also, there was a steep learning curve because it functions so differently, so it was difficult to learn initially."
12265265,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:05.528-06:00,4.0,8,0.4314,dislikes,"The GIs took time to learn. It would be great if there was a wizard for new users to build even a simple one. Also, the initial setup was moderate. We unfortunately had a firm deadline and we were not able to fully set up Acumatica on Day 1 and are still trying to catch up."
12265172,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:05.476-06:00,5.0,0,0.1492,dislikes,"I find the financial reporting to be less user-friendly, that's why we use Velixo. It would be better if it was easier to build reports."
12264623,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:04.891-06:00,4.0,-1,0.0372,dislikes,"Some workflows feel more complex than they need to be, especially for new users, and there's a bit of a learning curve. Certain screens aren’t always as intuitive as the sales order side of the system. Reporting and data extraction can also be a challenge, as getting data into a clean, usable format sometimes takes more steps than expected. Performance can feel inconsistent, particularly when running searches or reports with a lot of data."
12260797,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:31:27.436-06:00,4.0,-1,0.0938,dislikes,"We struggle with revenue projections because we can't group projects together as a program, or create subtasks. We can't use the inventory IDs efficiently for our business. Because we are locked into using the inventory IDs for projecting revenue, we can't get the granularity we need. If we create too many tasks, our guys in the field and in engineering spend too much time on their time cards. The initial setup was awful. Our first partner was not helpful. We are with Crestwood now, but we still struggle."
12260671,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:41:14.619-06:00,3.5,0,0.3661,dislikes,"I'm having trouble with multi-branch tax reporting. Our taxes seem to carry balances into the next period, and it's unclear why they're not clearing. This causes our tax reports not to match our trial balances and account details. Also, the initial setup wasn't easy, probably because of a lack of testing on our end."
12260644,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:40:49.903-06:00,5.0,8,0.1815,dislikes,"I'm still new to Acumatica and some of the programming feels complicated to set up myself. I don't have a coding background and sometimes it feels like it requires that level of skills, like setting up GIs and business events. I wish business events and GIs were more user friendly to set up. I could automate a lot more of my work if I knew how to set these up simply. Also, I wish there had been an official training or some sort of resource I could utilize when first getting used to the system."
12260592,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:46:37.151-06:00,4.0,18,0.0136,dislikes,"So far, the pipeline from BOMs that are frequently modified or updated and shifting these changes to Manufacturing Orders/Production Orders in progress is a huge time-sink for me. I wish Production Orders had a similar functionality to Engineering Workbench, or were easier to update. Right now if I need to shift a material from one work center to another, I have to delete it out of one work center, and add it to a second. In Engineering Workbench, I can drag and drop this item between work centers. Not easy at all, we had a lot of background work to do on our existing data and make sure it was in the system before we went live."
12260484,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:54:59.135-06:00,4.0,18,0.0149,dislikes,"I think the advanced planning and scheduling could be better. It needs to ensure that the supply chain's manufacturing requirements are calling for items to be in-house on time and needs to respect our manufacturing lead times, especially for an 8-level BOM. I feel like the MRP and CTP processes could be improved as well. Plus, the allocation process could be more intuitive and should respect the orders that have ship dates, especially when inventory is low."
12260433,ACU-ERP-001,Acumatica,,g2,2026-01-27T00:10:41.124-06:00,4.0,-1,0.0315,dislikes,"I do think the approvals and audit trail for audit could be improved. Now that the auditors are now more control based auditing, they're not vouching anymore, more approvals process within Acumatica would be useful. A person at the top, Director of Finance, or Head of Finance, or Financial Controller shouldn't hold up a monthly process, but we need to prove to the auditors that the subledgers have been checked by said persons."
5290505,ACU-ERP-001,Acumatica,mid-market,g2,2026-01-27T00:32:16.415-06:00,4.5,8,0.4553,dislikes,"We're struggling at the moment to get the level of granularity that we need for reporting purposes per contract stipulations. We need to be able to link a task or sub-tasks to a line in the contract, and unfortunately, Acumatica now does not support the creation of subtasks. As we were trying to implement two companies with very different needs, the initial setup wasn’t as simple as we would’ve liked it to be."
10772706,ACU-ERP-001,Acumatica,mid-market,g2,2026-01-27T00:32:11.623-06:00,4.0,7,1.0,dislikes,"While the customizability is good, it's not very user-friendly. Trying to find resources on how to accomplish various customizations is very difficult and frustrating."
12260240,ACU-ERP-001,Acumatica,,g2,2026-01-27T01:18:31.013-06:00,4.0,8,0.1674,dislikes,"The Fixed Asset module in Acumatica doesn't have Equipment Management capabilities, which is frustrating for us as a civil contractor with a fleet of heavy equipment. We need cost and revenue information for each piece of equipment, but the module doesn't support this need. It would be great to have an Equipment Management module to capture repairs and maintenance costs from accounts payable, depreciation from fixed assets, and equipment hours/revenues that have been applied to projects. This would help us get a profit and loss statement for each piece of equipment."
12260231,ACU-ERP-001,Acumatica,,g2,2026-01-27T01:15:41.885-06:00,5.0,-1,0.0812,dislikes,"Shop Floor reporting is our biggest issue. This aspect could be expanded to allow us more reporting on shop floor functions. We are missing some capabilities such as shop floor utilization, late tracking, and materials usage."
12260149,ACU-ERP-001,Acumatica,,g2,2026-01-27T01:05:31.708-06:00,4.0,8,1.0,dislikes,"I find that project quoting in Acumatica needs improvement, especially in terms of easily sending the same quote to multiple bidders and maintaining an accurate history. The AIA invoicing could be enhanced with the ability to create an AIA retainage invoice. Additionally, I would like the forms to be modifiable and have the capability to export them to a Word document. The initial setup was also challenging, as we had to break it out into multiple implementations."
12260037,ACU-ERP-001,Acumatica,,g2,2026-01-27T02:15:52.012-06:00,5.0,32,0.033,dislikes,"I think there are many things I don't know to set up that could be helpful, but finding time to drill down and set up new things is difficult. The user guides and training materials are not that helpful."
12260027,ACU-ERP-001,Acumatica,,g2,2026-01-27T02:14:44.351-06:00,5.0,24,0.2145,dislikes,There is not anything I currently have issues with.
9167276,ACU-ERP-001,Acumatica,small-business,g2,2026-01-27T02:33:32.629-06:00,5.0,18,0.017,dislikes,"The use of mobile scanning tools on the shop floor could use some enhancements. This needs to be easier without the need for consultant customizations. For individuals on the shop floor, there needs to be less clicks or points. Adding some built-in intelligence would be helpful. A good example is inventory moves where the user has to pick warehouse, location, SKU, quantity, etc. It would be nice if a SKU could be scanned and then the operator has warehouse, location, quantity data auto-filled."
12259744,ACU-ERP-001,Acumatica,,g2,2026-01-27T02:30:14.336-06:00,4.0,22,0.0539,dislikes,"I think training and user sessions could be improved. I'd love a monthly Teams or Zoom session, like a lunch and learn remotely, allowing customers to pick and choose what is appropriate material for engagement. Also, the asset import process could use some work, as well as the stock financial report."
9170400,ACU-ERP-001,Acumatica,small-business,g2,2026-01-27T02:29:23.919-06:00,4.0,91,0.9068,dislikes,"I find the MRP hard to use, but this is mostly because we have bad data in the system. It's challenging because we did not set up all of our inventory items correctly. It will definitely be improved when we take the time to clean this up and better use the system. Also, the initial setup of Acumatica was pretty involved, but I wasn't there for the full setup."
12259720,ACU-ERP-001,Acumatica,,g2,2026-01-27T02:28:28.516-06:00,4.5,-1,0.077,dislikes,"I find the ability to merge data for different tenants lacking, which is a challenge since we have 4 tenants and 27 companies and would like to consolidate data for productivity reporting and remote worker management. Additionally, I dislike the vendor/customer security for ACH and payment info as there's no ability to add an approval mapping before making changes, which could really enhance our workflow. The initial setup was difficult due to our unique business needs and took over a year to complete."
12259670,ACU-ERP-001,Acumatica,,g2,2026-01-27T00:03:07.880-06:00,5.0,8,0.2017,dislikes,"I find Acumatica could be better with more dashboards and easier customization. When comparing it with other softwares, it would be great if Acumatica provided users with more dashboards and made them easier to customize."
12259320,ACU-ERP-001,Acumatica,,g2,2026-01-27T01:01:27.921-06:00,5.0,77,0.2985,dislikes,"The documentation can sometimes be vague or overly technical, so it's kind of hard to figure out how to make that documentation work for a certain situation."
9167375,ACU-ERP-001,Acumatica,mid-market,g2,2026-01-27T02:21:34.466-06:00,4.5,8,0.2552,dislikes,I wish there was more customization in the dashboards to centralize items not used in Acumatica. I would like to link to outside resources that we use that are not in Acumatica.
12260162,ACU-ERP-001,Acumatica,,g2,2026-01-27T01:06:54.385-06:00,5.0,-1,0.0366,dislikes,"The automatic bank feeds with MX and Plaid tend to not remain connected and stable, which we suspect is more of our bank's issue so we manually import our statements instead to do bank reconciliations monthly."
12271628,ACU-ERP-001,Acumatica,,g2,2026-01-28T16:32:54.780-06:00,3.5,8,0.4193,dislikes,"I find the construction task structure in Acumatica relatively complex and inflexible compared to the rest of the system. It has a dependency on unit of measure alignment and hard connections of tasks to production orders. Also, the initial setup of Acumatica wasn't easy for our team."
12266130,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:48:22.740-06:00,5.0,8,0.563,dislikes,I am less proficient in ARM than I am in Excel. Being able to translate and create reporting easily within Acumatica using intuitive operations or commands would be a game changer. I often do not know where to begin with the language or commands within the ARM report writer. Our implementation was difficult as our original VAR did not provide much guidance.
12708183,ACU-ERP-001,Acumatica,small-business,g2,2026-04-28T23:24:03.976-05:00,0.5,38,0.5235,dislikes,"As a CRM, it completely misses customer data. It's unreliable. It crashes, and it's slow."
12259752,ACU-ERP-001,Acumatica,,g2,2026-01-27T02:30:36.031-06:00,5.0,8,0.4297,dislikes,Our intention was to use Acumatica out of the box as much as possible however we have found some of the reports do not provide the level of detail we require. Furthermore there are some data points that are very common in manufacturing and this area has left me wanting more.
12265844,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:48:22.749-06:00,5.0,-1,0.031,dislikes,The only aspect that doesn't work well is when my employees don't use it. The system can only provide what we give it.
12265832,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:03.599-06:00,4.0,18,0.017,dislikes,"Receiving material can be cumbersome because you have to access multiple screens just to enter it into the system. We could benefit from having an OCR tool that allowed us to scan the packing slip, with that auto lookup the PO and receive the qty of items on the packing list."
12259761,ACU-ERP-001,Acumatica,,g2,2026-01-27T02:31:39.546-06:00,3.5,-1,0.0414,dislikes,"Some of the controls around the post period in the allocation screen in the construction module. Often it will try to post based on transaction date instead of post period. In the allocation rule or on the allocation screen, I would like the option to select a financial period to post to rather than only the transaction date. Implementation was actually very rough because we had so many custom workflows from our legacy system, and it was very hard to get people to adapt."
10772408,ACU-ERP-001,Acumatica,small-business,g2,2026-01-26T23:35:38.819-06:00,5.0,-1,0.0858,dislikes,"There should be many more common/basic reports out of the box. Customer sales reports, top customers, products sold to customers, and inventory analysis of item sales are lacking."
12260687,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:34:28.415-06:00,4.0,85,1.0,dislikes,I find navigating certain screens when building generic inquiries (GIs) challenging. It's difficult to explain what users are able to access to new admins; there's more needed than just clicking around—there should be an explanation of what these clicks do. The initial setup was laborious for user adoption and entry.
11784649,ACU-ERP-001,Acumatica,,g2,2026-01-28T16:32:54.913-06:00,5.0,35,1.0,dislikes,I struggle with dashboards not being easy for us. We also have issues with versions of truth since we're not experts in this area.
12271157,ACU-ERP-001,Acumatica,,g2,2026-01-28T16:05:01.077-06:00,5.0,86,0.0628,dislikes,"I dislike the duplicate case management issue when using incoming emails to create new cases. We run into multiple instances daily of duplicate cases being created, and they have to be manually managed by our team through relations."
12260373,ACU-ERP-001,Acumatica,,g2,2026-01-27T00:13:48.689-06:00,4.0,-1,0.0379,dislikes,"It was a long process for integration. We are one year in and I feel like we are just getting to a point where I'm beginning to trust the data. It was much longer than we were initially told, but I feel like that had more to do with our onboarding partner than the software itself. Having an onboarding partner that understands your industry is paramount for success. It wasn't easy. It was extremely difficult and frustrating."
12260137,ACU-ERP-001,Acumatica,,g2,2026-01-27T02:24:42.923-06:00,5.0,8,1.0,dislikes,"I don't like that the inventory system in Acumatica requires me to only run billing when a specific purchase order is received, even if I have enough items in stock. Also, the system doesn't consider FIFO or LIFO methods, which is something I find essential. Moreover, Acumatica's inability to interact with Podium is a limitation for us. The initial setup process was also long and painful, taking about 13 months to finally go live, which was quite frustrating."
12271588,ACU-ERP-001,Acumatica,,g2,2026-01-28T16:05:02.622-06:00,5.0,38,0.088,dislikes,"I'm curious to see what features the CRM portion does not include that we may need, specifically marketing features available in HubSpot. I'm concerned about our data imports causing issues and having to revamp processes and deal with change management."
12266204,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:48:22.750-06:00,5.0,8,0.145,dislikes,"User adoption has been difficult, and it would be nice if there was a simpler UI for specialized roles like sales. Salespeople in the field are easily overwhelmed by the amount of screens and data in Acumatica. The initial setup was hard to get the hang of at first."
12260734,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:29:43.153-06:00,4.0,73,0.0899,dislikes,The ability to drill down on a bill of materials and modify if I can use a different part to complete the order. Specifically drilling down to see which part may be blocking me from completing the order.
11811895,ACU-ERP-001,Acumatica,small-business,g2,2025-10-17T02:56:42.355-05:00,4.0,-1,0.015,dislikes,"Sometimes the system can feel a bit slow, especially when working with large data or multiple tabs open. A few screens have too many fields, which makes them slightly cluttered for day-to-day users. Also, certain setups and customizations require deep understanding of the backend or help from the support team — it’s not always straightforward for regular users. I wish some reports and dashboards were more plug-and-play instead of needing manual configuration."
12260718,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:29:54.336-06:00,4.5,-1,0.0367,dislikes,If it's already available then I am unaware but rather than doing a debit/credit view on account detail it would be nice to have it show as a positive or negative value.
12260612,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:46:53.820-06:00,4.0,-1,0.0226,dislikes,The software is a bit slow and clunky and takes longer than expected to update and save. Some of the saving features cause errors where it can't handle the changes made. The initial setup wasn't that easy.
10772161,ACU-ERP-001,Acumatica,small-business,g2,2026-01-27T01:09:19.496-06:00,4.5,-1,0.009,dislikes,"I find sometimes finding the fully burdened cost in landed cost is opaque. It would be nice to know what table the landed cost allocations are in so we could add user defined fields on the stock item card. Also, the hardest part was cleaning our data from our old system before importing it in."
12260672,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:37:33.381-06:00,5.0,13,0.1017,dislikes,I think it needs improvement when it comes to sending emails/forms to customers in construction. Procore is stronger in that suit. I also think the payroll is a little bulky in Canada.
12260111,ACU-ERP-001,Acumatica,,g2,2026-01-27T02:20:06.728-06:00,4.0,8,0.0762,dislikes,I find the speed of Acumatica to be an issue. Many times it is very slow when trying to pull large reports.
12271606,ACU-ERP-001,Acumatica,,g2,2026-01-28T16:32:54.790-06:00,5.0,-1,0.0436,dislikes,I think there could be improvements with having a platform for tips and tricks. A round table discussion format to learn about new upgrade tricks would be beneficial.
12266139,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:48:22.739-06:00,5.0,8,0.1671,dislikes,"Production doesn't flow as smoothly as I would like, but I think we need to learn more about what the system can do for us. Maybe there is an issue with an update and Acumatica is aware but we are not provided with the information that Acumatica is working on a solution."
12265699,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:00.922-06:00,4.5,19,1.0,dislikes,"I can at times become frustrated because data is in a lot of different areas, causing one to have many windows open. It would be nice to reduce that and have options to more navigation on every screen."
12265572,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:04.578-06:00,4.5,8,0.2905,dislikes,"I find the speed of Acumatica lacking. I think a data warehousing add-on would be nice, though it seems it's in the pipeline. Also, caching or support for something like the 'processing node' offered by Acumatica that could be self-hosted would be beneficial."
12261121,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:39:46.264-06:00,4.5,59,0.2077,dislikes,I find some upgrade features like timecard dates being auto-selected to the current week frustrating. It used to default to the next timecard but now defaults to the current period.
12271313,ACU-ERP-001,Acumatica,,g2,2026-01-28T16:32:54.793-06:00,5.0,35,0.4873,dislikes,"I find understanding how to personalize dashboards for individual users challenging. I would appreciate training for recommended out of the box dashboard setups for certain roles, like sales managers or financial controllers, including why they should be useful and how to enter the right data to make the most of them."
12266147,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:48:22.747-06:00,4.0,0,0.4195,dislikes,"I find some reporting aspects clunky, especially the inability to pick any date range for financial reporting, not just by period. Additionally, some platforms like SmartSheets don't seem to integrate well."
12265443,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:00.783-06:00,4.0,45,0.0721,dislikes,"Our implementation was a bit rocky, and if we had stability with our VAR, things may have been set up better. Our VAR experienced some turnover during our implementation, and it wasn't communicated to us well. Understanding the product management side of things and how it could assist us overall. Currently, only the accounting/finance team utilizes Acumatica and seeing the capabilities over the entire organization has such potential in streamlining all our systems."
12259612,ACU-ERP-001,Acumatica,,g2,2026-01-27T00:54:13.815-06:00,5.0,8,1.0,dislikes,I think it would be nice if Acumatica had more out-of-the-box reporting options and maybe something similar to Crystal Reports.
12271793,ACU-ERP-001,Acumatica,,g2,2026-01-28T16:32:54.784-06:00,5.0,-1,0.0351,dislikes,"If more things can be modified by end-users to work specifically for them, or how they like to see things without needing high-level access, I think would really help cater to everyone, to work the way they work best"
12266597,ACU-ERP-001,Acumatica,,g2,2026-01-27T20:05:00.525-06:00,5.0,45,0.0327,dislikes,"The CPQ product needs work. The initial setup wasn't easy, but our VAR was extremely helpful and amazing throughout the process."
10772554,ACU-ERP-001,Acumatica,mid-market,g2,2026-01-27T22:17:06.312-06:00,4.5,8,0.1723,dislikes,"Coming from a home-built ERP, I feel like I'm an 'early adopter' of Acumatica because many functions we had are being presented as upcoming features, even though Acumatica is advertised as a mature system."
12260522,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:57:27.200-06:00,5.0,0,0.4544,dislikes,I don't like that exporting reports in Excel is only in detail without the colors and bars for analysis.
12079670,ACU-ERP-001,Acumatica,mid-market,g2,2025-12-12T20:05:00.702-06:00,4.5,8,0.1642,dislikes,I have used Acumatica and is amazing as an ERP and accounting solution. No issues.
12266589,ACU-ERP-001,Acumatica,,g2,2026-01-27T22:16:29.468-06:00,5.0,79,1.0,dislikes,I wish they paired with Aatrix to send out the 1099's and 1096's/Construction
12266214,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:48:22.737-06:00,4.0,10,0.1141,dislikes,"I feel like the service and contract portion can be the same. Also, I don't understand the benefits of having two separate spots for AR invoices. I understand the difference in numbering but not the location. Finding them and not knowing there are two spots, especially when you are working on an invoice and until it opens, you cannot go to the logical spot in AR."
12260496,ACU-ERP-001,Acumatica,,g2,2026-01-26T23:56:23.228-06:00,5.0,18,0.0109,dislikes,"Distribution and WMS could be improved as well as the integrations to shipping carriers. I wish there were more locations for inventory items, quick put away, and the option to use all the FedEx shipment options on an individual shipment basis."
12260105,ACU-ERP-001,Acumatica,,g2,2026-01-27T02:19:50.825-06:00,5.0,-1,0.1679,dislikes,"I'd love to see the system speed not be bogged down as transactions flow through the system. We experience higher transactional volume at different points during the year, and depending on the volume throughput, the system can slow down to a crawl. The initial setup took a while due to the level of customizations."
12271270,ACU-ERP-001,Acumatica,,g2,2026-01-28T16:32:54.784-06:00,4.5,-1,0.0424,dislikes,"I find the fixed asset module clunky, and the project progress quantity tracking could use improvements. Having the ability to track production quantities on a revenue budget through the progress worksheet would be a huge improvement."
12266722,ACU-ERP-001,Acumatica,,g2,2026-01-27T20:05:01.009-06:00,5.0,18,0.0369,dislikes,"I don't like that we're not able to see availability of non-stock kits to sell to our customers. We had to develop a custom SQL table, but we're limited to where that data is available to our end users and customers. There's also an issue with our SPS Commerce integration."
12270866,ACU-ERP-001,Acumatica,,g2,2026-01-28T14:05:04.283-06:00,4.0,-1,0.0245,dislikes,"On the manufacturing side, clocking in and out is confusing. The planning module needs to get better, but all those things it sounds like they are working on them."
12266596,ACU-ERP-001,Acumatica,,g2,2026-01-27T20:05:00.956-06:00,4.0,96,1.0,dislikes,I've had issues with performance when it comes to API calls being made. It would be helpful if more documentation on API best practices was provided. Convincing our internal users to learn a new system was also a difficult part.
12265883,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:05.183-06:00,4.0,8,0.474,dislikes,"I'm not a fan of how Acumatica times out too early. It's frustrating dealing with invoices that have been handled but still remain in 'Pre-select' status. Also, while the original setup was pretty smooth, we're still addressing some glitches."
9166596,ACU-ERP-001,Acumatica,mid-market,g2,2026-01-26T23:55:27.625-06:00,4.5,8,1.0,dislikes,"Acumatica isn't able to keep up with the sales tax regulations, so we need to pull in Avalara to do all of our sales tax processing."
12265668,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:03.206-06:00,4.5,-1,0.0145,dislikes,One thing that could be improved is the roll out of new updates. It seems to be a little slow in implementation.
12265086,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:05:02.334-06:00,5.0,-1,0.0266,dislikes,"I think the new implementations they are bringing this 2026 year, are covering the past problems."
12265962,ACU-ERP-001,Acumatica,,g2,2026-01-27T16:48:22.743-06:00,5.0,-1,0.048,dislikes,"As I'm still trying to get myself up to speed, I don't really know. I do wish there was more live through."
9167056,ACU-ERP-001,Acumatica,mid-market,g2,2026-01-27T01:06:28.187-06:00,4.0,-1,0.036,dislikes,"I find that Acumatica is not the most user-friendly when it comes to handling expense reports. The screen navigation for these reports can be cumbersome, and our staff often needs explanations on how to add files, which can be a bit of a hassle."
12260133,ACU-ERP-001,Acumatica,,g2,2026-01-27T02:22:22.556-06:00,4.0,9,0.0782,dislikes,"I can't add multiple pictures at a time from my phone into the Service Order. We take pictures of jobsites during the Quote phase and then after the installation stage, so having to add photos one at a time is inconvenient. The initial setup wasn't very smooth, mostly because of the issues with the third-party vendor running it."
