review_id,product_id,product_name,reviewer_company_size,source_platform,review_date,overall_rating,topic_id,probability,text_field,text,macro_group,group_label
4874569,ACU-ERP-001,Acumatica,mid-market,g2,2021-07-23T06:08:46.171-05:00,5.0,20,0.0249,recommendations,"Dual touch processes, many of the ""old ways"" we were touching items two or three times, we are almost to a one-touch operation.",automation_workflow,Automation & Workflow
4388611,ACU-ERP-001,Acumatica,small-business,g2,2021-07-23T16:21:56.998-05:00,5.0,16,0.4462,recommendations,Service module for my field engineers.Engineers can work from anywhere. THE ERP,multi_entity,Multi-Entity & Consolidation
4879754,ACU-ERP-001,Acumatica,mid-market,g2,2021-07-26T13:13:23.786-05:00,4.5,13,0.074,recommendations,We are solving inefficiencies and the ability to analyze the data.,other,Other
4414245,ACU-ERP-001,Acumatica,mid-market,g2,2020-10-09T11:43:57.216-05:00,5.0,2,0.0706,recommendations,"We've been able to consolidate multiple systems into a single environment. Saving time creating spreadsheets and reports manually, we can now do at the click of a button. Generating custom inquiries couldn't be more simple. This",accounting_bookkeeping,Accounting & Bookkeeping
1671339,ACU-ERP-001,Acumatica,mid-market,g2,2021-07-24T17:06:40.378-05:00,5.0,11,1.0,recommendations,"Ease of use and the quick training time. With the covid, easily transitioned to remote workers. Excellent",noise,Noise / Filler
4873555,ACU-ERP-001,Acumatica,small-business,g2,2021-07-23T00:59:44.989-05:00,4.0,2,0.3424,recommendations,"Simple processes that are need connecting, but learning report writing myself",accounting_bookkeeping,Accounting & Bookkeeping
4388919,ACU-ERP-001,Acumatica,mid-market,g2,2020-09-18T11:52:15.560-05:00,5.0,4,0.3867,recommendations,"The ACM solution provides business support from end-to-end. Customer places order, items are purchased or manufactured if necessary, items are pulled from inventory and shipped or delivered. All of this is accomplished with full integration to the accounting backend. The problems we get to solve are the integration of Acumatica with outside systems, modifying screens, functionality, or the mobile application to meet the individual customer rerquirements.",project_budgeting,Project & Budgeting
4388815,ACU-ERP-001,Acumatica,mid-market,g2,2020-09-18T08:35:50.305-05:00,5.0,4,0.3721,recommendations,We replaced our homegrown 30 years old application and right now our company is blest with the decision moving to Acumatica - all company works remotely from homes and business is growing!,project_budgeting,Project & Budgeting
4557386,ACU-ERP-001,Acumatica,small-business,g2,2021-01-20T04:47:18.469-06:00,4.5,4,0.4771,recommendations,"Managing the company's finances has always been a quite difficult task however since we use Acumatica we have seen how many of our problems such as inventory control, expense management, invoicing, enterprise resource planning and distribution have been solved and this has been of utmost importance for us as we know how to take a good financial management is crucial for the success of an organization and with Acumatica we have achieved it in many aspects",project_budgeting,Project & Budgeting
4422457,ACU-ERP-001,Acumatica,mid-market,g2,2020-10-19T10:15:55.880-05:00,5.0,13,1.0,recommendations,Reports are timely and we can create dashboards for KPI,other,Other
4608523,ACU-ERP-001,Acumatica,small-business,g2,2021-02-22T06:22:22.627-06:00,5.0,11,0.0823,recommendations,It helps me to manage my resources help me to plan the schedule for them. Helps me to monitor the output on the real time basis.helps to manage and monitor whole project inside a single solution. Scalable ERP to,noise,Noise / Filler
4083784,ACU-ERP-001,Acumatica,small-business,g2,2021-07-22T15:06:36.136-05:00,5.0,11,0.1617,recommendations,It has brought down our overtime by a lot,noise,Noise / Filler
4517097,ACU-ERP-001,Acumatica,mid-market,g2,2020-12-15T07:46:11.514-06:00,4.5,4,0.7356,recommendations,Acumatica's problem solving capabilities are truly impressive. It has allowed us to control all of our workflow from one location and see our performance through all of the information gathered by this intelligent program which is perfectly suited to our type of industry,project_budgeting,Project & Budgeting
4609631,ACU-ERP-001,Acumatica,small-business,g2,2021-02-19T15:01:25.327-06:00,4.0,0,1.0,recommendations,We are tracking orders in order to make shipments. The Sales Order -> Shipments -> Invoices flow is very well structured.,payroll_hr,Payroll & HR
4508956,ACU-ERP-001,Acumatica,small-business,g2,2020-12-10T01:28:55.548-06:00,4.0,4,0.565,recommendations,"We currently use Acumatica for multiple purposes in the various areas of our organization, whether for all our project management needs, general accounting in the areas of commerce that we execute frequently, for explicit and positive results and decrease loss, and a coherent and significant system of CRM, in all departments that we acquire, highlighting that since the beginning of its implementation we have had potential results, thanks to its extensive planning in areas of business resources. a powerful",project_budgeting,Project & Budgeting
4388687,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T11:07:57.532-05:00,4.5,4,0.4453,recommendations,"Acumatica has solved our customers inventory issues, addressed re-billing Maintenance, IT, and staffing support for clients via Cases and greatly enhanced productivity for all of our customers. Acumatica Knocking It Out of the",project_budgeting,Project & Budgeting
4390543,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T14:35:08.955-05:00,4.0,4,1.0,recommendations,We've been able to eliminate the need for some of the 3rd party connections/solutions that we needed with our previous ERP (Sage); the built in Acumatica solutions work. This has simplified our in-house IT needs.,project_budgeting,Project & Budgeting
4388820,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T11:20:48.921-05:00,5.0,4,0.6064,recommendations,"We use it touch just about every touch point in our business. If you need to change something that is key to your business, Acumatica makes it possible. We work better, deal with changes faster, and manage things easier due to the flexibility that Acumatica provides. Super",project_budgeting,Project & Budgeting
4388783,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T07:51:19.922-05:00,4.0,6,0.1676,recommendations,"We want one robust system which stores all of our orders, inventory, distribution, and accounting. The main purpose is to align our finance and inventory systems. Additionally to create and manage more master data item, better reporting, and creating standard dashboards. Despite the purchasing not being as robust, it will still create a lot of efficiency for our organization.",inventory_orders,Inventory & Orders
4388746,ACU-ERP-001,Acumatica,mid-market,g2,2020-09-18T11:08:37.428-05:00,5.0,20,0.0442,recommendations,"Again, as an implementer, the problems solved are varied. One of the solved problems most often mentioned is the increased productivity by using one integrated system vs. many systems. Easiest ERP to",automation_workflow,Automation & Workflow
4388718,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T10:48:50.085-05:00,4.5,18,0.2571,recommendations,"Automated AR Invoicing through the Project Billing, integration back to our project management tool giving financial insight to everyone dynamically. Great",invoicing_payments,Invoicing & Payments
4388698,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T07:17:37.473-05:00,4.5,13,0.136,recommendations,"The support feature allows us to easily track support cases, whose assigned to them and where they are in the workflow.",other,Other
4388806,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T11:01:08.811-05:00,5.0,26,1.0,recommendations,Looking to automate business processes and streamline business operations and eliminate manual labor whenever possible. Great Improvements in,other,Other
4388694,ACU-ERP-001,Acumatica,mid-market,g2,2020-09-18T07:42:34.699-05:00,5.0,11,0.2164,recommendations,The manufacturing module will bring a lot of benefit to the organization.,noise,Noise / Filler
4479761,ACU-ERP-001,Acumatica,small-business,g2,2020-11-24T03:40:20.584-06:00,4.5,0,0.3625,recommendations,"This software has given my organization the ability to manage our inventory and keep accounting for all our projects such as refunds, accounting reports and expenses, has also been very effective in tracking our inventory and sales, the truth is that",payroll_hr,Payroll & HR
4410320,ACU-ERP-001,Acumatica,enterprise,g2,2020-10-07T06:04:07.478-05:00,4.5,0,0.3714,recommendations,"We always wanted to obtain great improvements in our financial reports, project management and cost analysis, so we turned to this software and decided based on its easy accessibility to obtain it, and we are very happy, because it has been a great decision.",payroll_hr,Payroll & HR
4401601,ACU-ERP-001,Acumatica,mid-market,g2,2020-09-29T11:16:50.342-05:00,5.0,13,0.1369,recommendations,It helps management body in monitoring the progress of tasks and projects. It is important in ensuring the data trends in our organization is understood and reports provided are accurate.,other,Other
4349061,ACU-ERP-001,Acumatica,mid-market,g2,2020-08-20T04:15:22.297-05:00,4.0,6,1.0,recommendations,"Our company is in constant growth and this means that our accounting needs or demands increase, this platform allows us to track our inventory in addition to our sales and have a more organized follow-up and record of them. We can perform real-time monitoring of the sales that are being made through specific panels and reports. We create a specific control panel for each of our employees who perform roles in general. We have greater control and administration, our work and production team even achieve a constant flow of work.",inventory_orders,Inventory & Orders
4393358,ACU-ERP-001,Acumatica,enterprise,g2,2020-09-22T10:46:31.319-05:00,5.0,5,1.0,recommendations,Easy billing and budgeting. Expense tracking and purchase older management.,other,Other
4390599,ACU-ERP-001,Acumatica,mid-market,g2,2020-09-18T14:33:43.331-05:00,3.5,16,0.0876,recommendations,"one problem solved is having an ERP networked and available on the web and mobile devices. We now have the capability to have financials real-time and let other departments, like A/R, A/P view customer and vendor details",multi_entity,Multi-Entity & Consolidation
4292544,ACU-ERP-001,Acumatica,small-business,g2,2020-07-09T08:40:53.748-05:00,4.0,7,0.0883,recommendations,"It provides outstanding services by providing clear visibility in any and all customer contact, including post-sales and after-sales client service payment systems. Both have made it so easy for the entire squad to look at a venture within their own place, including reporting and Bayes as well as customisable queries.",noise,Noise / Filler
4398388,ACU-ERP-001,Acumatica,mid-market,g2,2020-09-25T07:26:19.292-05:00,5.0,13,0.2474,recommendations,It helps us in handling data and planning for our company growth. We have created dashboards from the system to monitor the workflow in our company. Cloud,other,Other
4388490,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T08:35:01.003-05:00,4.5,6,0.5241,recommendations,Organize the inventory and the sales team more efficient.,inventory_orders,Inventory & Orders
4340804,ACU-ERP-001,Acumatica,mid-market,g2,2020-08-14T03:15:11.956-05:00,3.5,9,0.2919,recommendations,Reconciliation of business transactions with Paypal is easier. Reports are really nice as well,invoicing_payments,Invoicing & Payments
4388744,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T11:09:23.335-05:00,5.0,4,0.4047,recommendations,Acumatica is helping us build a world class manufacturing company from the ground up.,project_budgeting,Project & Budgeting
4388710,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T10:44:20.777-05:00,5.0,4,0.3799,recommendations,We are a partner and reseller of Acumatica but also have an IT Services company. We run it in-house for both companies and it works very well for meeting our needs.,project_budgeting,Project & Budgeting
4414274,ACU-ERP-001,Acumatica,small-business,g2,2020-10-09T11:51:36.866-05:00,4.5,9,1.0,recommendations,I am looking forward to using the bank reconciliation features in Acumatica.,invoicing_payments,Invoicing & Payments
4312944,ACU-ERP-001,Acumatica,small-business,g2,2020-08-03T23:02:13.856-05:00,4.0,6,0.1505,recommendations,"I appreciate that it has marketing tools, but I do not know how to properly implement them. Organization and",inventory_orders,Inventory & Orders
4414254,ACU-ERP-001,Acumatica,small-business,g2,2020-10-09T10:36:12.991-05:00,5.0,5,1.0,recommendations,Budgeting is useful and WIP reports are extremely helpful,other,Other
4211999,ACU-ERP-001,Acumatica,enterprise,g2,2020-05-05T23:27:23.594-05:00,4.5,4,0.2557,recommendations,"Acumatica is an ERP system that helps to manage your various departments, your investment, and helps in streamlining your operations. It will influence every corner of your organization. You don’t have to worry about spending time in finding the right information about the client and generate receipt and invoices.",project_budgeting,Project & Budgeting
4210477,ACU-ERP-001,Acumatica,enterprise,g2,2020-05-05T00:49:51.704-05:00,4.0,13,1.0,recommendations,It has brought a great revolution in our working system with its positive transformation. Its dashboards remains active all the time as it is available on our cell phones and keep us alert by enabling us to have look on our important data. So in this way it runs business smoothly. This is fully featured and multi functional platform that comes with advanced convenience.,other,Other
4210111,ACU-ERP-001,Acumatica,mid-market,g2,2020-05-04T12:02:23.678-05:00,4.5,2,0.3643,recommendations,I love the overall easy to use and highly polished interface. It is found to be super helpful in running various kinds of reports. Templates as well as copying features have gone my favorite. No complication occurs during its set up. It generates powerful results if it is set up effectively.,accounting_bookkeeping,Accounting & Bookkeeping
4309921,ACU-ERP-001,Acumatica,small-business,g2,2020-10-09T11:59:15.962-05:00,4.0,13,0.096,recommendations,"We integrate a lot of custom apps, and it has saved us thousands of hours in order entry",other,Other
4201628,ACU-ERP-001,Acumatica,enterprise,g2,2020-04-23T08:01:56.001-05:00,4.5,13,0.0202,recommendations,"It provides remarkable customer Service by offering full visibility into all customer interactions, which involves pre sales and after sales customer contact services. It has made easy for you the whole team to over look a project being at their own place this includes reporting and BI capabilities and customized queries.",other,Other
4193872,ACU-ERP-001,Acumatica,enterprise,g2,2020-04-18T02:39:40.841-05:00,4.5,0,0.1807,recommendations,"Your customers are your backbones, without them you cannot move I am very much satisfied by Acumatica which allowed us to Manage the quotes automatically in very short time , we do not have to out the same client data gain and again. We never got late in our delivery time periods it provides us notifications.",payroll_hr,Payroll & HR
4388736,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T10:48:06.700-05:00,5.0,4,0.2889,recommendations,With Acumatica we can help businesses that are growing and are running their business on several platforms that do not communicate nor can keep up with their growth.,project_budgeting,Project & Budgeting
4388768,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T10:46:33.385-05:00,5.0,13,0.159,recommendations,"Better reporting, better collections management, better visibility to data, easier mobile access. Took several separate systems into just one complete system. Modern",other,Other
3830919,ACU-ERP-001,Acumatica,small-business,g2,2019-12-09T12:07:32.388-06:00,4.5,4,0.2889,recommendations,"I love that I can export any page to excel, which helps me sort out anything I need to report or sort out that which is too specific for a general report. Going from our old accounting team's Sage 300 software, Acumatica makes so much information easier to find and amend for whatever I am being asked to report. Tracking project costs, comparing them to the budget, and the drilling down features are all very helpful and have made my project tracking easier.",project_budgeting,Project & Budgeting
4388711,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T07:20:10.044-05:00,5.0,4,0.3955,recommendations,Creating an EDI integration with Acumatica. Our company was able to create a C# project directly in Acumatica that connects with our internal EDI hub.,project_budgeting,Project & Budgeting
4390498,ACU-ERP-001,Acumatica,mid-market,g2,2020-09-18T14:36:07.046-05:00,4.0,4,1.0,recommendations,"Shipping concerns, tracking, AR/AP, invoices, and orders. Acumatica is very intuitive and the possibilities are endless.",project_budgeting,Project & Budgeting
4388807,ACU-ERP-001,Acumatica,mid-market,g2,2020-09-18T12:21:29.198-05:00,3.5,26,1.0,recommendations,Automation of some manual tasks. 2020R2,other,Other
4340807,ACU-ERP-001,Acumatica,small-business,g2,2020-08-14T03:06:49.289-05:00,5.0,14,0.0233,recommendations,MaxQ side can be frustrating with contract renewals. However the reporting seems to be helpful.,noise,Noise / Filler
4388517,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T08:28:15.104-05:00,5.0,6,0.0823,recommendations,We have found ways to utilize the portal feature and integrate it in multiple businesses.,inventory_orders,Inventory & Orders
2761348,ACU-ERP-001,Acumatica,small-business,g2,2020-04-14T23:44:28.227-05:00,4.5,4,0.3414,recommendations,The major problem being solved by Acumatica for us is that everyone is on the same page with each and every transaction. Acumatica being in the cloud is the right,project_budgeting,Project & Budgeting
4414503,ACU-ERP-001,Acumatica,small-business,g2,2020-10-12T01:33:48.260-05:00,3.0,14,0.0952,recommendations,Support and training have been horrible,noise,Noise / Filler
4388856,ACU-ERP-001,Acumatica,small-business,g2,2020-09-18T08:12:37.808-05:00,4.5,11,1.0,recommendations,We are creating more work flows which helps us stay on task and be more efficient. More overall efficiencies for sure.,noise,Noise / Filler
